name,longitude,latitude,issues,prov,key,scientificName,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,lifeStage,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,dateIdentified,coordinateUncertaintyInMeters,stateProvince,year,month,day,eventDate,modified,lastInterpreted,references,license,isInCluster,geodeticDatum,class,countryCode,country,rightsHolder,identifier,http://unknown.org/nick,informationWithheld,verbatimEventDate,datasetName,collectionCode,verbatimLocality,gbifID,occurrenceID,taxonID,catalogNumber,recordedBy,institutionCode,eventTime,occurrenceRemarks,identifiedBy,identificationID,elevation,elevationAccuracy,depth,depthAccuracy,waterBody,locality,type,rights,ownerInstitutionCode,datasetID,samplingProtocol,nameAccordingTo,georeferenceSources,individualCount,continent,vernacularName,higherClassification,sex,networkKeys,sampleSizeUnit,sampleSizeValue,eventID,habitat,institutionID,islandGroup,language,http://rs.tdwg.org/dwc/terms/sampleSizeValue,maximumDistanceAboveSurfaceInMeters,georeferencedBy,dataGeneralizations,georeferenceProtocol,island,verbatimDepth,http://rs.tdwg.org/dwc/terms/sampleSizeUnit,identificationRemarks,coordinatePrecision,recordNumber,georeferencedDate,nomenclaturalCode,footprintWKT,associatedReferences,taxonRemarks,bibliographicCitation,taxonConceptID,associatedSequences
"Neomonachus schauinslandi (Matschie, 1905)",-156.395235,20.841973,cdround,gbif,2856514401,"Neomonachus schauinslandi (Matschie, 1905)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T04:59:57.088+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,8646426,1,44,359,732,5310,8552999,8646426,8646426,"Neomonachus schauinslandi (Matschie, 1905)",Animalia,Chordata,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi,Neomonachus,schauinslandi,SPECIES,ACCEPTED,EN,2020-06-14T07:39:51,30434,Hawaii,2020,2,15,2020-02-15,2020-08-31T07:14:43.000+00:00,2021-12-08T04:59:57.088+00:00,https://www.inaturalist.org/observations/49541559,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,remarkable_world,49541559,remarkable_world,Coordinate uncertainty increased to 30434m to protect threatened taxon,Sat Feb 15 2020 17:27:31 GMT-0600 (CST),iNaturalist research-grade observations,Observations,"Maui County, US-HI, US",2856514401,https://www.inaturalist.org/observations/49541559,446640,49541559,remarkable_world,iNaturalist,23:27:31Z,NA,John Starmer,110114792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neomonachus schauinslandi (Matschie, 1905)",-159.443457,21.838253,cdround,gbif,3067924424,"Neomonachus schauinslandi (Matschie, 1905)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:57:13.380+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,8646426,1,44,359,732,5310,8552999,8646426,8646426,"Neomonachus schauinslandi (Matschie, 1905)",Animalia,Chordata,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi,Neomonachus,schauinslandi,SPECIES,ACCEPTED,EN,2021-03-23T08:35:27,30338,Hawaii,2020,2,19,2020-02-19,2021-08-29T23:26:19.000+00:00,2021-12-08T05:57:13.380+00:00,https://www.inaturalist.org/observations/71860704,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,Daniel Mosquin,71860704,danielmosquin,Coordinate uncertainty increased to 30338m to protect threatened taxon,2020/02/19 1:21 PM PST,iNaturalist research-grade observations,Observations,"Kauai County, US-HI, US",3067924424,https://www.inaturalist.org/observations/71860704,446640,71860704,Daniel Mosquin,iNaturalist,21:21:00Z,NA,Daniel Mosquin,160995896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neomonachus schauinslandi (Matschie, 1905)",-158.013859,21.254927,cdround,gbif,2579275097,"Neomonachus schauinslandi (Matschie, 1905)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T04:59:30.662+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,8646426,1,44,359,732,5310,8552999,8646426,8646426,"Neomonachus schauinslandi (Matschie, 1905)",Animalia,Chordata,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi,Neomonachus,schauinslandi,SPECIES,ACCEPTED,EN,2020-03-08T17:15:57,30396,Hawaii,2020,3,7,2020-03-07,2020-03-14T22:09:51.000+00:00,2021-12-08T04:59:30.662+00:00,https://www.inaturalist.org/observations/39707077,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,tobiasch,39707077,tobiasch,Coordinate uncertainty increased to 30396m to protect threatened taxon,2020-03-07 8:57:34 PM HST,iNaturalist research-grade observations,Observations,"Hawaii, US",2579275097,https://www.inaturalist.org/observations/39707077,446640,39707077,tobiasch,iNaturalist,20:57:34Z,NA,tobiasch,89697564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neomonachus schauinslandi (Matschie, 1905)",-158.355143,21.408466,cdround,gbif,2579366131,"Neomonachus schauinslandi (Matschie, 1905)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:56:46.476+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,8646426,1,44,359,732,5310,8552999,8646426,8646426,"Neomonachus schauinslandi (Matschie, 1905)",Animalia,Chordata,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi,Neomonachus,schauinslandi,SPECIES,ACCEPTED,EN,2020-03-08T02:51:47,30377,Hawaii,2020,3,7,2020-03-07,2020-03-14T22:09:50.000+00:00,2021-12-08T05:56:46.476+00:00,https://www.inaturalist.org/observations/39683003,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,kerouse78,39683003,kerouse78,Coordinate uncertainty increased to 30377m to protect threatened taxon,2020-03-07 11:42:29 AM HST,iNaturalist research-grade observations,Observations,"Honolulu County, US-HI, US",2579366131,https://www.inaturalist.org/observations/39683003,446640,39683003,kerouse78,iNaturalist,16:42:29Z,NA,kerouse78,89634783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neomonachus schauinslandi (Matschie, 1905)",-158.31965,21.452113,cdround,gbif,2579399227,"Neomonachus schauinslandi (Matschie, 1905)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T04:59:16.426+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,8646426,1,44,359,732,5310,8552999,8646426,8646426,"Neomonachus schauinslandi (Matschie, 1905)",Animalia,Chordata,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi,Neomonachus,schauinslandi,SPECIES,ACCEPTED,EN,2020-03-08T02:50:34,30377,Hawaii,2020,3,7,2020-03-07,2020-03-14T22:09:49.000+00:00,2021-12-08T04:59:16.426+00:00,https://www.inaturalist.org/observations/39682894,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,kerouse78,39682894,kerouse78,Coordinate uncertainty increased to 30377m to protect threatened taxon,2020-03-07 11:34:23 AM HST,iNaturalist research-grade observations,Observations,"Honolulu County, US-HI, US",2579399227,https://www.inaturalist.org/observations/39682894,446640,39682894,kerouse78,iNaturalist,16:34:23Z,NA,kerouse78,89634619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neomonachus schauinslandi (Matschie, 1905)",-159.52647,21.965899,cdround,gbif,2611188364,"Neomonachus schauinslandi (Matschie, 1905)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:56:47.170+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,8646426,1,44,359,732,5310,8552999,8646426,8646426,"Neomonachus schauinslandi (Matschie, 1905)",Animalia,Chordata,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi,Neomonachus,schauinslandi,SPECIES,ACCEPTED,EN,2020-04-25T05:06:03,30338,Hawaii,2020,3,8,2020-03-08,2021-07-06T05:53:36.000+00:00,2021-12-08T05:56:47.170+00:00,https://www.inaturalist.org/observations/43260430,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,scolop98,43260430,scolop98,Coordinate uncertainty increased to 30338m to protect threatened taxon,Sun Mar 08 2020 16:05:23 GMT-0500 (CDT),iNaturalist research-grade observations,Observations,"Hawaii, US",2611188364,https://www.inaturalist.org/observations/43260430,446640,43260430,scolop98,iNaturalist,16:05:23Z,NA,scolop98,97637912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neomonachus schauinslandi (Matschie, 1905)",-159.565131,21.912913,cdround,gbif,2611200842,"Neomonachus schauinslandi (Matschie, 1905)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:48:20.013+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,8646426,1,44,359,732,5310,8552999,8646426,8646426,"Neomonachus schauinslandi (Matschie, 1905)",Animalia,Chordata,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi,Neomonachus,schauinslandi,SPECIES,ACCEPTED,EN,2020-04-25T01:34:02,30338,Hawaii,2020,3,10,2020-03-10,2021-05-20T16:15:42.000+00:00,2021-12-08T05:48:20.013+00:00,https://www.inaturalist.org/observations/43230527,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,scolop98,43230527,scolop98,Coordinate uncertainty increased to 30338m to protect threatened taxon,Tue Mar 10 2020 22:50:18 GMT-0500 (CDT),iNaturalist research-grade observations,Observations,"Hawaii, US",2611200842,https://www.inaturalist.org/observations/43230527,446640,43230527,scolop98,iNaturalist,22:50:18Z,NA,scolop98,97578680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neomonachus schauinslandi (Matschie, 1905)",-158.340646,21.594924,cdround,gbif,2611380841,"Neomonachus schauinslandi (Matschie, 1905)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T04:59:25.666+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,8646426,1,44,359,732,5310,8552999,8646426,8646426,"Neomonachus schauinslandi (Matschie, 1905)",Animalia,Chordata,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi,Neomonachus,schauinslandi,SPECIES,ACCEPTED,EN,2020-04-27T08:39:07,30377,Hawaii,2020,3,14,2020-03-14,2020-04-28T23:08:04.000+00:00,2021-12-08T04:59:25.666+00:00,https://www.inaturalist.org/observations/43853135,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,mariacostantini,43853135,mariacostantini,Coordinate uncertainty increased to 30377m to protect threatened taxon,Sat Mar 14 2020 11:05:12 GMT-1000 (HST),iNaturalist research-grade observations,Observations,"Honolulu County, US-HI, US",2611380841,https://www.inaturalist.org/observations/43853135,446640,43853135,mariacostantini,iNaturalist,21:05:12Z,NA,mariacostantini,98583387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neomonachus schauinslandi (Matschie, 1905)",-159.568169,21.91435,cdround,gbif,2862313872,"Neomonachus schauinslandi (Matschie, 1905)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:58:08.039+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,8646426,1,44,359,732,5310,8552999,8646426,8646426,"Neomonachus schauinslandi (Matschie, 1905)",Animalia,Chordata,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi,Neomonachus,schauinslandi,SPECIES,ACCEPTED,EN,2020-09-06T15:34:42,30338,Hawaii,2020,3,12,2020-03-12,2020-10-19T16:37:57.000+00:00,2021-12-08T05:58:08.039+00:00,https://www.inaturalist.org/observations/58723152,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,sfandrew,58723152,sfandrew,Coordinate uncertainty increased to 30338m to protect threatened taxon,Thu Mar 12 2020 18:11:57 GMT-0700 (PDT),iNaturalist research-grade observations,Observations,"Hawaii, US",2862313872,https://www.inaturalist.org/observations/58723152,446640,58723152,sfandrew,iNaturalist,01:11:57Z,NA,sfandrew,128509042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neomonachus schauinslandi (Matschie, 1905)",-156.005959,20.729819,cdround,gbif,3079734713,"Neomonachus schauinslandi (Matschie, 1905)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T04:59:08.119+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,8646426,1,44,359,732,5310,8552999,8646426,8646426,"Neomonachus schauinslandi (Matschie, 1905)",Animalia,Chordata,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi,Neomonachus,schauinslandi,SPECIES,ACCEPTED,EN,2020-03-15T18:31:52,30453,Hawaii,2020,3,13,2020-03-13,2021-07-06T05:54:05.000+00:00,2021-12-08T04:59:08.119+00:00,https://www.inaturalist.org/observations/40035325,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,Russ Hoverman,40035325,russh,Coordinate uncertainty increased to 30453m to protect threatened taxon,2020/03/13 2:48 PM CDT,iNaturalist research-grade observations,Observations,"Hawaii, US",3079734713,https://www.inaturalist.org/observations/40035325,446640,40035325,Russ Hoverman,iNaturalist,19:48:00Z,NA,Russ Hoverman,90518518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neomonachus schauinslandi (Matschie, 1905)",-158.183115,21.227214,cdround,gbif,3333458417,"Neomonachus schauinslandi (Matschie, 1905)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:06:21.843+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,8646426,1,44,359,732,5310,8552999,8646426,8646426,"Neomonachus schauinslandi (Matschie, 1905)",Animalia,Chordata,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi,Neomonachus,schauinslandi,SPECIES,ACCEPTED,EN,2021-07-28T15:42:26,30396,Hawaii,2020,3,16,2020-03-16,2021-07-28T18:12:14.000+00:00,2021-12-08T05:06:21.843+00:00,https://www.inaturalist.org/observations/88948439,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,radioactivenerd,88948439,radioactivenerd,Coordinate uncertainty increased to 30396m to protect threatened taxon,2020/03/16 12:13 PM IST,iNaturalist research-grade observations,Observations,"Hawaii, US",3333458417,https://www.inaturalist.org/observations/88948439,446640,88948439,radioactivenerd,iNaturalist,06:43:00Z,NA,radioactivenerd,194815668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neomonachus schauinslandi (Matschie, 1905)",-159.729105,21.820313,cdround,gbif,3384013539,"Neomonachus schauinslandi (Matschie, 1905)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T06:04:49.333+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,8646426,1,44,359,732,5310,8552999,8646426,8646426,"Neomonachus schauinslandi (Matschie, 1905)",Animalia,Chordata,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi,Neomonachus,schauinslandi,SPECIES,ACCEPTED,EN,2021-09-19T19:02:38,30338,Hawaii,2020,3,9,2020-03-09,2021-09-19T20:32:37.000+00:00,2021-12-08T06:04:49.333+00:00,https://www.inaturalist.org/observations/95437146,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,Chris Burney,95437146,anttanager,Coordinate uncertainty increased to 30338m to protect threatened taxon,2020/03/09 1:29 PM EDT,iNaturalist research-grade observations,Observations,"Kauai County, US-HI, US",3384013539,https://www.inaturalist.org/observations/95437146,446640,95437146,Chris Burney,iNaturalist,17:29:00Z,NA,Chris Burney,208122997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neomonachus schauinslandi (Matschie, 1905)",-159.742091,21.884608,cdround,gbif,3384033579,"Neomonachus schauinslandi (Matschie, 1905)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:52:51.730+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,8646426,1,44,359,732,5310,8552999,8646426,8646426,"Neomonachus schauinslandi (Matschie, 1905)",Animalia,Chordata,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi,Neomonachus,schauinslandi,SPECIES,ACCEPTED,EN,2021-09-19T19:02:33,30338,Hawaii,2020,3,9,2020-03-09,2021-09-20T01:05:53.000+00:00,2021-12-08T05:52:51.730+00:00,https://www.inaturalist.org/observations/95437131,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,Chris Burney,95437131,anttanager,Coordinate uncertainty increased to 30338m to protect threatened taxon,2020/03/09 1:19 PM EDT,iNaturalist research-grade observations,Observations,"Kauai County, US-HI, US",3384033579,https://www.inaturalist.org/observations/95437131,446640,95437131,Chris Burney,iNaturalist,17:19:00Z,NA,Chris Burney,208122977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neomonachus schauinslandi (Matschie, 1905)",-159.648128,21.891773,cdround,gbif,3384040597,"Neomonachus schauinslandi (Matschie, 1905)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:07:21.120+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,8646426,1,44,359,732,5310,8552999,8646426,8646426,"Neomonachus schauinslandi (Matschie, 1905)",Animalia,Chordata,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi,Neomonachus,schauinslandi,SPECIES,ACCEPTED,EN,2021-09-19T19:02:34,30338,Hawaii,2020,3,9,2020-03-09,2021-09-19T19:16:44.000+00:00,2021-12-08T05:07:21.120+00:00,https://www.inaturalist.org/observations/95437135,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,Chris Burney,95437135,anttanager,Coordinate uncertainty increased to 30338m to protect threatened taxon,2020/03/09 1:25 PM EDT,iNaturalist research-grade observations,Observations,"Kauai County, US-HI, US",3384040597,https://www.inaturalist.org/observations/95437135,446640,95437135,Chris Burney,iNaturalist,17:25:00Z,NA,Chris Burney,208122981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neomonachus schauinslandi (Matschie, 1905)",-159.751988,21.835505,cdround,gbif,3384089534,"Neomonachus schauinslandi (Matschie, 1905)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:08:02.672+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,8646426,1,44,359,732,5310,8552999,8646426,8646426,"Neomonachus schauinslandi (Matschie, 1905)",Animalia,Chordata,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi,Neomonachus,schauinslandi,SPECIES,ACCEPTED,EN,2021-09-19T19:02:38,30338,Hawaii,2020,3,9,2020-03-09,2021-09-19T19:27:49.000+00:00,2021-12-08T05:08:02.672+00:00,https://www.inaturalist.org/observations/95437145,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,Chris Burney,95437145,anttanager,Coordinate uncertainty increased to 30338m to protect threatened taxon,2020/03/09 1:50 PM EDT,iNaturalist research-grade observations,Observations,"Kauai County, US-HI, US",3384089534,https://www.inaturalist.org/observations/95437145,446640,95437145,Chris Burney,iNaturalist,17:50:00Z,NA,Chris Burney,208122996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neomonachus schauinslandi (Matschie, 1905)",-159.795938,21.958551,cdround,gbif,3384109571,"Neomonachus schauinslandi (Matschie, 1905)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:57:26.285+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,8646426,1,44,359,732,5310,8552999,8646426,8646426,"Neomonachus schauinslandi (Matschie, 1905)",Animalia,Chordata,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi,Neomonachus,schauinslandi,SPECIES,ACCEPTED,EN,2021-09-19T19:02:35,30338,Hawaii,2020,3,9,2020-03-09,2021-09-20T03:54:07.000+00:00,2021-12-08T05:57:26.285+00:00,https://www.inaturalist.org/observations/95437138,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,Chris Burney,95437138,anttanager,Coordinate uncertainty increased to 30338m to protect threatened taxon,2020/03/09 1:25 PM EDT,iNaturalist research-grade observations,Observations,"Kauai County, US-HI, US",3384109571,https://www.inaturalist.org/observations/95437138,446640,95437138,Chris Burney,iNaturalist,17:25:00Z,NA,Chris Burney,208122985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
